FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
190226;0000;54;;;
190227;0000;64;;;
190228;0000;61;;;
190301;0000;46;;;
190302;0000;59;;;
190303;0000;34;;;
190304;0000;45;;;
190305;0000;;;;
190306;0000;;;;
190307;0000;;;2;
190308;0000;;;;
190309;0000;;;;
190310;0000;;;;
190311;0000;;;;
190312;0000;;;;
190313;0000;;;;
190314;0000;80;;;
190315;0000;67;;;
190316;0000;65;;;
190317;0000;51;;;
190318;0000;74;;;
190319;0000;85;;;
190320;0000;91;;;
190321;0000;94;;;
190322;0000;98;;;
190323;0000;81;;;
190324;0000;67;;;
190325;0000;74;;;
190326;0000;83;;;
190327;0000;75;;;
190328;0000;61;;;
190329;0000;89;;;
190330;0000;112;;;
190331;0000;;;;
190401;0000;65;;;
190402;0000;85;;;
190403;0000;70;;;
190404;0000;69;;;
190405;0000;86;;;
190406;0000;96;;;
190407;0000;85;;;
190408;0000;70;;;
190409;0000;51;;;
190410;0000;91;;;
190411;0000;99;;;
190412;0000;71;;;
190413;0000;102;;;
190414;0000;116;;;
190415;0000;141;;;
190416;0000;121;;;
190417;0000;116;;;
190418;0000;77;;;
190419;0000;45;;;
190420;0000;64;;;
190421;0000;47;;;
190422;0000;63;;;
190423;0000;65;;;
190424;0000;64;;;
190425;0000;66;;;
190426;0000;88;;;
190427;0000;116;;;
190428;0000;117;;;
190429;0000;95;;;
190430;0000;116;;;
190501;0000;131;;;
190502;0000;129;;;
190503;0000;95;;;
190504;0000;48;;;
190505;0000;93;;;
190506;0000;104;;;
190507;0000;79;;;
190508;0000;59;;;
190509;0000;49;;;
190510;0000;99;;;
190511;0000;160;;;
190512;0000;153;;;
190513;0000;153;;;
190514;0000;179;;;
190515;0000;161;;;
190516;0000;88;;;
190517;0000;80;;;
190518;0000;49;;;
190519;0000;101;;;
190520;0000;69;;;
190521;0000;62;;;
190522;0000;138;;;
190523;0000;174;;;
190524;0000;268;;;
190525;0000;169;;;
190526;0000;105;;;
190527;0000;103;;;
190528;0000;146;;;
190529;0000;84;;;
190530;0000;34;;;
190531;0000;65;;;
190601;0000;165;;;
190602;0000;195;;;
190603;0000;166;;;
190604;0000;183;;;
190605;0000;128;;;
190606;0000;54;;;
190607;0000;131;;;
190608;0000;198;;;
190609;0000;172;;;
190610;0000;170;;;
190611;0000;133;;;
190612;0000;82;;;
190613;0000;20;;;
190614;0000;26;;;
190615;0000;44;;;
190616;0000;97;;;
190617;0000;104;;;
190618;0000;127;;;
190619;0000;225;;;
190620;0000;155;;;
190621;0000;146;;;
190622;0000;234;;;
190623;0000;158;;;
190624;0000;53;;;
190625;0000;101;;;
190626;0000;128;;;
190627;0000;155;;;
190628;0000;147;;;
190629;0000;35;;;
190630;0000;73;;;
190701;0000;144;;;
190702;0000;146;;;
190703;0000;160;;;
190704;0000;166;;;
190705;0000;268;;;
190706;0000;173;;;
190707;0000;112;;;
190708;0000;124;;;
190709;0000;115;;;
190710;0000;191;;;
190711;0000;153;;;
190712;0000;118;;;
190713;0000;174;;;
190714;0000;196;;;
190715;0000;218;;;
190716;0000;174;;;
190717;0000;142;;;
190718;0000;145;;;
190719;0000;190;;;
190720;0000;158;;;
190721;0000;23;;;
190722;0000;49;;;
190723;0000;111;;;
190724;0000;107;;;
190725;0000;88;;;
190726;0000;151;;;
190727;0000;188;;;
190728;0000;128;;;
190729;0000;76;;;
190730;0000;109;;;
190731;0000;67;;;
190801;0000;47;;;
190802;0000;127;;;
190803;0000;211;;;
190804;0000;147;;;
190805;0000;102;;;
190806;0000;53;;;
190807;0000;55;;;
190808;0000;68;;;
190809;0000;105;;;
190810;0000;105;;;
190811;0000;42;;;
190812;0000;101;;;
190813;0000;219;;;
190814;0000;146;;;
190815;0000;73;;;
190816;0000;59;;;
190817;0000;62;;;
190818;0000;82;;;
190819;0000;138;;;
190820;0000;116;;;
190821;0000;112;;;
190822;0000;148;;;
190823;0000;122;;;
190824;0000;118;;;
190825;0000;78;;;
190826;0000;128;;;
190827;0000;137;;;
190828;0000;102;;;
190829;0000;34;;;
190830;0000;59;;;
190831;0000;90;;;
190901;0000;83;;;
190902;0000;75;;;
190903;0000;113;;;
190904;0000;118;;;
190905;0000;52;;;
190906;0000;40;;;
190907;0000;32;;;
190908;0000;41;;;
190909;0000;28;;;
190910;0000;57;;;
190911;0000;32;;;
190912;0000;101;;;
190913;0000;103;;;
190914;0000;46;;;
190915;0000;26;;;
190916;0000;42;;;
190917;0000;47;;;
190918;0000;54;;;
190919;0000;32;;;
190920;0000;43;;;
190921;0000;75;;;
190922;0000;77;;;
190923;0000;55;;;
190924;0000;64;;;
190925;0000;87;;;
190926;0000;54;;;
190927;0000;49;;;
190928;0000;59;;;
190929;0000;46;;;
190930;0000;23;;;
191001;0000;16;;;
191002;0000;28;;;
191003;0000;30;;;
191004;0000;50;;;
191005;0000;54;;;
191006;0000;55;;;
191007;0000;54;;;
191008;0000;68;;;
191009;0000;95;;;
191010;0000;98;;;
191011;0000;73;;;
191012;0000;94;;;
191013;0000;96;;;
191014;0000;37;;;
191015;0000;49;;;
191016;0000;44;;;
191017;0000;48;;;
191018;0000;57;;;
191019;0000;56;;;
191020;0000;42;;;
191021;0000;65;;;
191022;0000;79;;;
191023;0000;55;;;
191024;0000;61;;;
191025;0000;66;;;
191026;0000;40;;;
191027;0000;24;;;
191028;0000;37;;;
191029;0000;47;;;
191030;0000;50;;;
191031;0000;45;;;
191101;0000;27;;;
191102;0000;40;;;
191103;0000;51;;;
191104;0000;45;;;
191105;0000;52;;;
191106;0000;65;;;
191107;0000;66;;;
191108;0000;66;;;
191109;0000;78;;;
191110;0000;71;;;
191111;0000;58;;;
191112;0000;56;;;
191113;0000;55;;;
191114;0000;58;;;
191115;0000;69;;;
191116;0000;63;;;
191117;0000;35;;;
191118;0000;62;;;
191119;0000;88;;;
191120;0000;82;;;
191121;0000;68;;;
191122;0000;59;;;
191123;0000;40;;;
191124;0000;30;;;
191125;0000;32;;;
191126;0000;46;;;
191127;0000;62;;;
191128;0000;67;;;
191129;0000;38;;;
191130;0000;54;;;
191201;0000;62;;;
191202;0000;58;;;
191203;0000;59;;;
191204;0000;59;;;
191205;0000;67;;;
191206;0000;70;;;
191207;0000;44;;;
191208;0000;40;;;
191209;0000;52;;;
191210;0000;48;;;
191211;0000;47;;;
191212;0000;53;;;
191213;0000;69;;;
191214;0000;46;;;
191215;0000;39;;;
191216;0000;49;;;
191217;0000;59;;;
191218;0000;58;;;
191219;0000;44;;;
191220;0000;45;;;
191221;0000;56;;;
191222;0000;56;;;
191223;0000;60;;;
191224;0000;53;;;
191225;0000;35;;;
191226;0000;46;;;
191227;0000;63;;;
191228;0000;56;;;
191229;0000;45;;;
191230;0000;52;;;
191231;0000;70;;;
200101;0000;52;;;
200102;0000;52;;;
200103;0000;60;;;
200104;0000;58;;;
200105;0000;46;;;
200106;0000;49;;;
200107;0000;52;;;
200108;0000;41;;;
200109;0000;42;;;
200110;0000;54;;;
200111;0000;52;;;
200112;0000;49;;;
200113;0000;52;;;
200114;0000;50;;;
200115;0000;62;;;
200116;0000;95;;;
200117;0000;75;;;
200118;0000;71;;;
200119;0000;58;;;
200120;0000;;;;
200121;0000;64;;;
200122;0000;55;;;
200123;0000;43;;;
200124;0000;48;;;
200125;0000;51;;;
200126;0000;46;;;
200127;0000;51;;;
200128;0000;80;;;
200129;0000;36;;;
200130;0000;57;;;
200131;0000;65;;;
200201;0000;55;;;
200202;0000;50;;;
200203;0000;43;;;
200204;0000;42;;;
200205;0000;45;;;
200206;0000;44;;;
200207;0000;57;;;
200208;0000;59;;;
200209;0000;53;;;
200210;0000;64;;;
200211;0000;64;;;
200212;0000;58;;;
200213;0000;56;;;
200214;0000;81;;;
200215;0000;68;;;
200216;0000;45;;;
200217;0000;41;;;
200218;0000;66;;;
200219;0000;69;;;
200220;0000;86;;;
200221;0000;63;;;
200222;0000;55;;;
200223;0000;50;;;
200224;0000;54;;;
200225;0000;63;;;
200226;0000;76;;;
200227;0000;61;;;
200228;0000;74;;;
200229;0000;81;;;
200301;0000;47;;;
200302;0000;59;;;
200303;0000;66;;;
200304;0000;67;;;
200305;0000;91;;;
200306;0000;87;;;
200307;0000;64;;;
200308;0000;42;;;
200309;0000;71;;;
200310;0000;74;;;
200311;0000;74;;;
200312;0000;48;;;
200313;0000;42;;;
200314;0000;55;;;
200315;0000;59;;;
200316;0000;57;;;
200317;0000;59;;;
200318;0000;61;;;
200319;0000;57;;;
200320;0000;66;;;
200321;0000;38;;;
200322;0000;32;;;
200323;0000;48;;;
200324;0000;46;;;
200325;0000;40;;;
200326;0000;51;;;
200327;0000;41;;;
200328;0000;53;;;
200329;0000;57;;;
200330;0000;68;;;
200331;0000;69;;;
200401;0000;88;;;
200402;0000;104;;;
200403;0000;94;;;
200404;0000;82;;;
200405;0000;40;;;
200406;0000;71;;;
200407;0000;80;;;
200408;0000;81;;;
200409;0000;66;;;
200410;0000;50;;;
200411;0000;50;;;
200412;0000;45;;;
200413;0000;61;;;
200414;0000;82;;;
200415;0000;64;;;
200416;0000;80;;;
200417;0000;105;;;
200418;0000;90;;;
200419;0000;56;;;
200420;0000;78;;;
200421;0000;86;;;
200422;0000;78;;;
200423;0000;58;;;
200424;0000;50;;;
200425;0000;52;;;
200426;0000;45;;;
200427;0000;34;;;
200428;0000;66;;;
200429;0000;87;;;
200430;0000;119;;;
200501;0000;116;;;
200502;0000;55;;;
200503;0000;57;;;
200504;0000;68;;;
200505;0000;92;;;
200506;0000;137;;;
200507;0000;124;;;
200508;0000;122;;;
200509;0000;85;;;
200510;0000;53;;;
200511;0000;65;;;
200512;0000;84;;;
200513;0000;111;;;
200514;0000;119;;;
200515;0000;129;;;
200516;0000;108;;;
200517;0000;74;;;
200518;0000;52;;;
200519;0000;49;;;
200520;0000;49;;;
200521;0000;38;;;
200522;0000;107;;;
200523;0000;124;;;
200524;0000;99;;;
200525;0000;118;;;
200526;0000;86;;;
200527;0000;63;;;
200528;0000;92;;;
200529;0000;103;;;
200530;0000;105;;;
200531;0000;94;;;
200601;0000;67;;;
200602;0000;84;;;
200603;0000;39;;;
200604;0000;68;;;
200605;0000;102;;;
200606;0000;95;;;
200607;0000;75;;;
200608;0000;128;;;
200609;0000;109;;;
200610;0000;115;;;
200611;0000;119;;;
200612;0000;49;;;
200613;0000;129;;;
200614;0000;81;;;
200615;0000;69;;;
200616;0000;103;;;
200617;0000;33;;;
200618;0000;101;;;
200619;0000;63;;;
200620;0000;88;;;
200621;0000;98;;;
200622;0000;54;;;
200623;0000;15;;;
200624;0000;17;;;
200625;0000;80;;;
200626;0000;78;;;
200627;0000;153;;;
200628;0000;114;;;
200629;0000;29;;;
200630;0000;75;;;
200701;0000;63;;;
200702;0000;97;;;
200703;0000;90;;;
200704;0000;25;;;
200705;0000;22;;;
200706;0000;69;;;
200707;0000;93;;;
200708;0000;68;;;
200709;0000;129;;;
200710;0000;146;;;
200711;0000;122;;;
200712;0000;105;;;
200713;0000;167;;;
200714;0000;163;;;
200715;0000;196;;;
200716;0000;113;;;
200717;0000;102;;;
200718;0000;101;;;
200719;0000;43;;;
200720;0000;37;;;
200721;0000;22;;;
200722;0000;44;;;
200723;0000;;;;
200724;0000;116;;;
200725;0000;151;;;
200726;0000;148;;;
200727;0000;118;;;
200728;0000;143;;;
200729;0000;156;;;
200730;0000;66;;;
200731;0000;179;;;
200801;0000;120;;;
200802;0000;100;;;
200803;0000;70;;;
200804;0000;89;;;
200805;0000;38;;;
200806;0000;52;;;
200807;0000;101;;;
200808;0000;128;;;
200809;0000;68;;;
200810;0000;70;;;
200811;0000;78;;;
200812;0000;81;;;
200813;0000;74;;;
200814;0000;61;;;
200815;0000;80;;;
200816;0000;103;;;
200817;0000;72;;;
200818;0000;45;;;
200819;0000;64;;;
200820;0000;114;;;
200821;0000;148;;;
200822;0000;107;;;
200823;0000;28;;;
200824;0000;34;;;
200825;0000;33;;;
200826;0000;17;;;
200827;0000;33;;;
200828;0000;36;;;
200829;0000;31;;;
200830;0000;41;;;
200831;0000;48;;;
200901;0000;38;;;
200902;0000;53;;;
200903;0000;62;;;
200904;0000;72;;;
200905;0000;53;;;
200906;0000;68;;;
200907;0000;52;;;
200908;0000;44;;;
200909;0000;65;;;
200910;0000;49;;;
200911;0000;56;;;
200912;0000;88;;;
200913;0000;57;;;
200914;0000;74;;;
200915;0000;49;;;
200916;0000;68;;;
200917;0000;97;;;
200918;0000;60;;;
200919;0000;55;;;
200920;0000;58;;;
200921;0000;49;;;
200922;0000;61;;;
200923;0000;77;;;
200924;0000;77;;;
200925;0000;25;;;
200926;0000;25;;;
200927;0000;48;;;
200928;0000;58;;;
200929;0000;31;;;
200930;0000;32;;;
201001;0000;38;;;
201002;0000;41;;;
201003;0000;31;;;
201004;0000;30;;;
201005;0000;52;;;
201006;0000;51;;;
201007;0000;64;;;
201008;0000;58;;;
201009;0000;74;;;
201010;0000;65;;;
201011;0000;56;;;
201012;0000;50;;;
201013;0000;62;;;
201014;0000;52;;;
201015;0000;69;;;
201016;0000;46;;;
201017;0000;61;;;
201018;0000;45;;;
201019;0000;53;;;
201020;0000;58;;;
201021;0000;51;;;
201022;0000;58;;;
201023;0000;55;;;
201024;0000;46;;;
201025;0000;25;;;
201026;0000;57;;;
201027;0000;41;;;
201028;0000;42;;;
201029;0000;53;;;
201030;0000;60;;;
201031;0000;57;;;
201101;0000;39;;;
201102;0000;52;;;
201103;0000;49;;;
201104;0000;45;;;
201105;0000;51;;;
201106;0000;63;;;
201107;0000;59;;;
201108;0000;42;;;
201109;0000;44;;;
201110;0000;53;;;
201111;0000;42;;;
201112;0000;46;;;
201113;0000;32;;;
201114;0000;33;;;
201115;0000;38;;;
201116;0000;42;;;
201117;0000;39;;;
201118;0000;47;;;
201119;0000;32;;;
201120;0000;24;;;
201121;0000;35;;;
201122;0000;38;;;
201123;0000;40;;;
201124;0000;40;;;
201125;0000;49;;;
201126;0000;63;;;
201127;0000;65;;;
201128;0000;48;;;
201129;0000;35;;;
201130;0000;51;;;
201201;0000;70;;;
201202;0000;51;;;
201203;0000;53;;;
201204;0000;66;;;
201205;0000;54;;;
201206;0000;49;;;
201207;0000;58;;;
201208;0000;39;;;
201209;0000;50;;;
201210;0000;44;;;
201211;0000;49;;;
201212;0000;49;;;
201213;0000;35;;;
201214;0000;54;;;
201215;0000;48;;;
201216;0000;58;;;
201217;0000;60;;;
201218;0000;35;;;
201219;0000;35;;;
201220;0000;34;;;
201221;0000;53;;;
201222;0000;56;;;
201223;0000;67;;;
201224;0000;60;;;
201225;0000;50;;;
201226;0000;42;;;
201227;0000;30;;;
201228;0000;42;;;
201229;0000;46;;;
201230;0000;49;;;
201231;0000;73;;;
210101;0000;57;;;
210102;0000;46;;;
210103;0000;39;;;
210104;0000;49;;;
210105;0000;51;;;
210106;0000;56;;;
210107;0000;53;;;
210108;0000;55;;;
210109;0000;47;;;
210110;0000;31;;;
210111;0000;40;;;
210112;0000;57;;;
210113;0000;47;;;
210114;0000;59;;;
210115;0000;57;;;
210116;0000;46;;;
210117;0000;47;;;
210118;0000;65;;;
210119;0000;62;;;
210120;0000;59;;;
210121;0000;61;;;
210122;0000;62;;;
210123;0000;44;;;
210124;0000;41;;;
210125;0000;51;;;
210126;0000;52;;;
210127;0000;54;;;
210128;0000;51;;;
210129;0000;42;;;
210130;0000;18;;;
210131;0000;19;;;
210201;0000;23;;;
210202;0000;34;;;
210203;0000;52;;;
210204;0000;55;;;
210205;0000;39;;;
210206;0000;34;;;
210207;0000;36;;;
210208;0000;31;;;
210209;0000;47;;;
210210;0000;46;;;
210211;0000;33;;;
210212;0000;47;;;
210213;0000;37;;;
210214;0000;27;;;
210215;0000;38;;;
210216;0000;32;;;
210217;0000;37;;;
210218;0000;32;;;
210219;0000;45;;;
210220;0000;47;;;
210221;0000;34;;;
210222;0000;40;;;
210223;0000;58;;;
210224;0000;68;;;
210225;0000;55;;;
210226;0000;59;;;
210227;0000;54;;;
210228;0000;48;;;
210301;0000;57;;;
210302;0000;53;;;
210303;0000;55;;;
210304;0000;63;;;
210305;0000;46;;;
210306;0000;38;;;
210307;0000;43;;;
210308;0000;61;;;
210309;0000;54;;;
210310;0000;54;;;
210311;0000;55;;;
210312;0000;56;;;
210313;0000;42;;;
210314;0000;36;;;
210315;0000;29;;;
210316;0000;37;;;
210317;0000;40;;;
210318;0000;33;;;
210319;0000;37;;;
210320;0000;34;;;
210321;0000;24;;;
210322;0000;46;;;
210323;0000;72;;;
210324;0000;61;;;
210325;0000;;;125;
210326;0000;70;;;
210327;0000;68;;;
210328;0000;66;;;
210329;0000;48;;;
210330;0000;62;;;
210331;0000;66;;;
210401;0000;53;;;
210402;0000;59;;;
210403;0000;67;;;
210404;0000;39;;;
210405;0000;51;;;
210406;0000;48;;;
210407;0000;50;;;
210408;0000;42;;;
210409;0000;54;;;
210410;0000;39;;;
210411;0000;65;;;
210412;0000;87;;;
210413;0000;100;;;
210414;0000;76;;;
210415;0000;73;;;
210416;0000;81;;;
210417;0000;39;;;
210418;0000;63;;;
210419;0000;53;;;
210420;0000;52;;;
210421;0000;45;;;
210422;0000;45;;;
210423;0000;39;;;
210424;0000;74;;;
210425;0000;77;;;
210426;0000;84;;;
210427;0000;59;;;
210428;0000;114;;;
210429;0000;90;;;
210430;0000;70;;;
210501;0000;101;;;
210502;0000;49;;;
210503;0000;50;;;
210504;0000;75;;;
210505;0000;104;;;
210506;0000;137;;;
210507;0000;64;;;
210508;0000;76;;;
210509;0000;77;;;
210510;0000;105;;;
210511;0000;150;;;
210512;0000;151;;;
210513;0000;179;;;
210514;0000;174;;;
210515;0000;184;;;
210516;0000;215;;;
210517;0000;152;;;
210518;0000;91;;;
210519;0000;109;;;
210520;0000;55;;;
210521;0000;38;;;
210522;0000;92;;;
210523;0000;113;;;
210524;0000;111;;;
210525;0000;124;;;
210526;0000;181;;;
210527;0000;120;;;
210528;0000;58;;;
210529;0000;98;;;
210530;0000;116;;;
210531;0000;113;;;
210601;0000;122;;;
210602;0000;114;;;
210603;0000;96;;;
210604;0000;71;;;
210605;0000;74;;;
210606;0000;56;;;
210607;0000;104;;;
210608;0000;129;;;
210609;0000;85;;;
210610;0000;89;;;
210611;0000;167;;;
210612;0000;144;;;
210613;0000;66;;;
210614;0000;108;;;
210615;0000;65;;;
210616;0000;78;;;
210617;0000;89;;;
210618;0000;92;;;
210619;0000;157;;;
210620;0000;168;;;
210621;0000;148;;;
210622;0000;109;;;
210623;0000;46;;;
210624;0000;52;;;
210625;0000;44;;;
210626;0000;31;;;
210627;0000;127;;;
210628;0000;154;;;
210629;0000;217;;;
210630;0000;200;;;
210701;0000;123;;;
210702;0000;138;;;
210703;0000;171;;;
210704;0000;157;;;
210705;0000;140;;;
210706;0000;77;;;
210707;0000;111;;;
210708;0000;126;;;
210709;0000;85;;;
210710;0000;201;;;
210711;0000;171;;;
210712;0000;81;;;
210713;0000;131;;;
210714;0000;145;;;
210715;0000;165;;;
210716;0000;109;;;
210717;0000;183;;;
210718;0000;164;;;
210719;0000;154;;;
210720;0000;197;;;
210721;0000;156;;;
210722;0000;162;;;
210723;0000;129;;;
210724;0000;85;;;
210725;0000;59;;;
210726;0000;42;;;
210727;0000;82;;;
210728;0000;167;;;
210729;0000;159;;;
210730;0000;145;;;
210731;0000;190;;;
210801;0000;187;;;
210802;0000;129;;;
210803;0000;133;;;
210804;0000;125;;;
210805;0000;110;;;
210806;0000;117;;;
210807;0000;90;;;
210808;0000;62;;;
210809;0000;72;;;
210810;0000;127;;;
210811;0000;121;;;
210812;0000;62;;;
210813;0000;156;;;
210814;0000;190;;;
210815;0000;89;;;
210816;0000;88;;;
210817;0000;69;;;
210818;0000;21;;;
210819;0000;16;;;
210820;0000;88;;;
210821;0000;73;;;
210822;0000;29;;;
210823;0000;38;;;
210824;0000;42;;;
210825;0000;27;;;
210826;0000;54;;;
210827;0000;82;;;
210828;0000;106;;;
210829;0000;98;;;
210830;0000;35;;;
210831;0000;51;;;
210901;0000;74;;;
210902;0000;44;;;
210903;0000;33;;;
210904;0000;34;;;
210905;0000;40;;;
210906;0000;19;;;
210907;0000;19;;;
210908;0000;54;;;
210909;0000;79;;;
210910;0000;78;;;
210911;0000;45;;;
210912;0000;10;;;
210913;0000;25;;;
210914;0000;55;;;
210915;0000;60;;;
210916;0000;64;;;
210917;0000;43;;;
210918;0000;37;;;
210919;0000;26;;;
210920;0000;45;;;
210921;0000;68;;;
210922;0000;37;;;
210923;0000;89;;;
210924;0000;83;;;
210925;0000;37;;;
210926;0000;37;;;
210927;0000;48;;;
210928;0000;55;;;
210929;0000;61;;;
210930;0000;35;;;
211001;0000;42;;;
211002;0000;24;;;
211003;0000;33;;;
211004;0000;57;;;
211005;0000;47;;;
211006;0000;67;;;
211007;0000;52;;;
211008;0000;23;;;
211009;0000;38;;;
211010;0000;29;;;
211011;0000;47;;;
211012;0000;36;;;
211013;0000;27;;;
211014;0000;18;;;
211015;0000;34;;;
211016;0000;42;;;
211017;0000;35;;;
211018;0000;56;;;
211019;0000;83;;;
211020;0000;40;;;
211021;0000;48;;;
211022;0000;39;;;
211023;0000;38;;;
211024;0000;48;;;
211025;0000;61;;;
211026;0000;50;;;
211027;0000;54;;;
211028;0000;64;;;
211029;0000;62;;;
211030;0000;61;;;
211031;0000;55;;;
211101;0000;42;;;
211102;0000;50;;;
211103;0000;42;;;
211104;0000;40;;;
211105;0000;66;;;
211106;0000;44;;;
211107;0000;38;;;
211108;0000;54;;;
211109;0000;46;;;
211110;0000;41;;;
211111;0000;43;;;
211112;0000;47;;;
211113;0000;29;;;
211114;0000;38;;;
211115;0000;45;;;
211116;0000;48;;;
211117;0000;50;;;
211118;0000;54;;;
211119;0000;49;;;
211120;0000;44;;;
211121;0000;43;;;
211122;0000;51;;;
211123;0000;60;;;
211124;0000;37;;;
211125;0000;53;;;
211126;0000;60;;;
211127;0000;30;;;
211128;0000;39;;;
211129;0000;57;;;
211130;0000;43;;;
211201;0000;46;;;
211202;0000;62;;;
211203;0000;58;;;
211204;0000;57;;;
211205;0000;63;;;
211206;0000;53;;;
211207;0000;47;;;
211208;0000;46;;;
211209;0000;66;;;
211210;0000;50;;;
211211;0000;30;;;
211212;0000;21;;;
211213;0000;45;;;
211214;0000;46;;;
211215;0000;50;;;
211216;0000;50;;;
211217;0000;45;;;
211218;0000;47;;;
211219;0000;47;;;
211220;0000;55;;;
211221;0000;58;;;
211222;0000;69;;;
211223;0000;47;;;
211224;0000;46;;;
211225;0000;49;;;
211226;0000;49;;;
211227;0000;54;;;
211228;0000;56;;;
211229;0000;40;;;
211230;0000;47;;;
